类别	原文	出处	不翻译原因
Credits-制作名单	Daniel Steger	本体/CREDIT/Key:8f969859	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ian Grey, Eric Monacelli, Ernest Dancy, Ethan Abeles, Evan Seinfeld,	本体/CREDIT/Key:8f9d7cef	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dru Boogie, Duane Grayman, E. Calvin Ahn, Edward O'Blenis,	本体/CREDIT/Key:8fa4a153	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Will Riggott	本体/CREDIT/Key:900c92e2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gregor Fletcher	本体/CREDIT/Key:90387612	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dave Lawrence	本体/CREDIT/Key:90a08ed8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Joe Barbara	本体/CREDIT/Key:90b32a2a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Butch	本体/CREDIT/Key:90ef1c12	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Daniel Hall, Darren DuMetz, David Anzuelo,	本体/CREDIT/Key:910863f1	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jacqueline Chan, Jaesun Celebre, James Headen,	本体/CREDIT/Key:9155584f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Vitali Baganov	本体/CREDIT/Key:91a0ab3f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Imran Sarwar	本体/CREDIT/Key:91a10c8f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Yahmahn Clark	本体/CREDIT/Key:91a8d755	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Anna Dinse	本体/CREDIT/Key:91cc45c2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Antony Rinaldi	本体/CREDIT/Key:92673f40	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gianpiero Ferraro	本体/CREDIT/Key:9290c6e5	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Caroline Hurley	本体/CREDIT/Key:92a83a1e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Benjamin Chue	本体/CREDIT/Key:9319c1db	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mikey Skilling	本体/CREDIT/Key:932ad242	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Scott Cameron	本体/CREDIT/Key:93a36383	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jeremy St. Ives	本体/CREDIT/Key:93c45732	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Martijn van Waveren	本体/CREDIT/Key:93e958c7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alison Brash	本体/CREDIT/Key:94086da2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alexis Miller	本体/CREDIT/Key:9463e765	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Reginald Wilber Jr., Remo Da Rapstar, Rich Johnson,	本体/CREDIT/Key:946c87bd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Laurence Knight	本体/CREDIT/Key:9483ee64	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jerry Capeci	本体/CREDIT/Key:94a6fbc3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	ROCKSTAR NYC	本体/CREDIT/Key:94af6dc7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Franceska Clemens	本体/CREDIT/Key:9509571f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Caleb Oglesby	本体/CREDIT/Key:955ca416	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Neil Sylvester	本体/CREDIT/Key:9574ce37	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	John Petrie	本体/CREDIT/Key:959a9ffd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nicholas Alexandrides, Nick J. Farrow, Nick Napolitano,	本体/CREDIT/Key:95d7a3d4	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Brandon L. Fox, Brian Alcazar, Carsy Walker Jr.,	本体/CREDIT/Key:962f8f1c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Marcel LeMeau	本体/CREDIT/Key:9703b26e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Babi Floyd, Baron Vaughn, Ben Casey, Ben James,	本体/CREDIT/Key:9708b2a3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Sanford Santacroce	本体/CREDIT/Key:971d770f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Luis Fernando Lopez	本体/CREDIT/Key:97219f34	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nicholas Howe	本体/CREDIT/Key:978d751f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Doug Barr	本体/CREDIT/Key:978e9457	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Pete Duke	本体/CREDIT/Key:97a9e8f6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Thomas Johnstone	本体/CREDIT/Key:97cf04ae	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kevin Allington	本体/CREDIT/Key:97f2e62f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Steven I. Rivas, Stuart Thompson, Sujay Jhaveri,	本体/CREDIT/Key:97f32588	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Duncan Shields	本体/CREDIT/Key:983c73d6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Shoot Digital	本体/CREDIT/Key:9888edca	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Richard Bastion	本体/CREDIT/Key:98a39617	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Hughes	本体/CREDIT/Key:98d265d8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Keith "Musicman" Morris, Keith Randolph Smith, Kelly Panagia,	本体/CREDIT/Key:98d430b6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Fusion FM	本体/CREDIT/Key:98d738ac	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Vincent Parker	本体/CREDIT/Key:98ffe326	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Brian Scibinico	本体/CREDIT/Key:991151bd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mike Wilson	本体/CREDIT/Key:99256a34	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Mosley, Michael Nathan, Michalina Gradzka-Skrzeczewska,	本体/CREDIT/Key:9926af03	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Donna Deseta Casting	本体/CREDIT/Key:9940cf04	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stephen Orr	本体/CREDIT/Key:99855026	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mike Nathan	本体/CREDIT/Key:999b37f9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kathryn Bodey	本体/CREDIT/Key:99e9b80e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Vivia Font	本体/CREDIT/Key:99fa5625	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Matt Kazan	本体/CREDIT/Key:9a00f17c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ashley Alfaro	本体/CREDIT/Key:9a90b602	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Sean Flaherty	本体/CREDIT/Key:9aa66eff	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Yuri Naumkin	本体/CREDIT/Key:9ae3f455	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jack Potter	本体/CREDIT/Key:9b30b506	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Camille Gaston, Cara Ellison, Carl Chery, Carlo D'Amore,	本体/CREDIT/Key:9b8d3acc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Phil Alexander	本体/CREDIT/Key:9b9a43d3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Dickinson	本体/CREDIT/Key:9bb3f334	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Thomas Lyons	本体/CREDIT/Key:9bb56b61	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alexis Miller, Alfonse Vurda, Alice Chuang, Alicia Levy,	本体/CREDIT/Key:9bc5b7a9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gail Bennington	本体/CREDIT/Key:9c1241e6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jen Sweeney	本体/CREDIT/Key:9ce1f44f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Luke Shelswell	本体/CREDIT/Key:9d2fdff9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Luke Fisher	本体/CREDIT/Key:9d494060	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Tia Hodge	本体/CREDIT/Key:9d748ec2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Steev Douglas	本体/CREDIT/Key:9d74c408	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stewart Wright	本体/CREDIT/Key:9d8ad00f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Teresa Blaylock, Theresa C. Lyons, Thomas Palumbo, Tion Sutton,	本体/CREDIT/Key:9da1b5a8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Garry	本体/CREDIT/Key:9da418d7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eric Edwards	本体/CREDIT/Key:9dc98b5b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kurt Rhoads	本体/CREDIT/Key:9dd1314e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Steven Olds	本体/CREDIT/Key:9dfa1a3b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Benton Greene, Bill Brissette, Billy Griffith, Bob Hiller,	本体/CREDIT/Key:9e524136	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jesse Denes, Jesse Hayes, Jesse Lennet, Jesse Saland,	本体/CREDIT/Key:9e6ba27f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Sergei	本体/CREDIT/Key:9e880d8b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Iggy Pop	本体/CREDIT/Key:9ea90526	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	John Walker	本体/CREDIT/Key:9ed85421	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eddie Gibson	本体/CREDIT/Key:9f079929	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Lance Williams	本体/CREDIT/Key:9f2c8594	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Madgwick	本体/CREDIT/Key:9f36b406	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Brian Scibinico, Scott Cannizzaro	本体/CREDIT/Key:9f3d726f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Geoff Herbynchuk	本体/CREDIT/Key:9f6be797	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Sean Macaluso	本体/CREDIT/Key:9f79227b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Whigham	本体/CREDIT/Key:9fb9e2d7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nicholas Flair	本体/CREDIT/Key:a01b40b4	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Vaughn Harper	本体/CREDIT/Key:a01c9510	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	John Pasquale	本体/CREDIT/Key:a0a99a2d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Shaun Velasquez, Shawn Andrew, Sheetal Doshi, Simon Eapen,	本体/CREDIT/Key:a0c36388	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Bower	本体/CREDIT/Key:a10e818e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Christina Harvey, Christopher Chabot, Christopher Plummer,	本体/CREDIT/Key:a11345dc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Fin McGechie	本体/CREDIT/Key:a134079c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dusty Cowpoke	本体/CREDIT/Key:a17c4030	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mark Evans	本体/CREDIT/Key:a183aebc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Franceska Clemens	本体/CREDIT/Key:a19da207	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Croston, Adam Seitz, Adam Tetzloff, Adam W. Bloom,	本体/CREDIT/Key:a19e1fa8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
